DATETIME,PREASSURE
2008/10/16 23:27:42.523,4.998
2008/10/16 23:27:42.413,4.995
2008/10/16 23:27:42.303,4.998
2008/10/16 23:27:42.193,4.995
2008/10/16 23:27:42.083,4.995
2008/10/16 23:27:41.977,4.995
2008/10/16 23:27:41.867,4.995
2008/10/16 23:27:41.757,4.998
2008/10/16 23:27:41.647,4.995
2008/10/16 23:27:41.537,4.998
2008/10/16 23:27:41.427,4.995
2008/10/16 23:27:41.320,4.995
2008/10/16 23:27:41.210,4.995
2008/10/16 23:27:41.100,4.998
2008/10/16 23:27:40.990,4.995
2008/10/16 23:27:40.880,4.995
2008/10/16 23:27:40.773,4.995
2008/10/16 23:27:40.663,4.995
2008/10/16 23:27:40.553,4.995
2008/10/16 23:27:40.443,4.993
2008/10/16 23:27:40.333,4.995
2008/10/16 23:27:40.227,4.998
2008/10/16 23:27:40.117,4.998
2008/10/16 23:27:40.007,4.995
2008/10/16 23:27:39.897,4.995
2008/10/16 23:27:39.787,4.995
2008/10/16 23:27:39.677,4.998
2008/10/16 23:27:39.570,4.995
2008/10/16 23:27:39.460,4.998
2008/10/16 23:27:39.350,4.995
2008/10/16 23:27:39.240,4.995
2008/10/16 23:27:39.130,4.998
2008/10/16 23:27:39.023,4.995
2008/10/16 23:27:38.913,4.995
2008/10/16 23:27:38.803,4.995
2008/10/16 23:27:38.693,4.995
2008/10/16 23:27:38.583,4.995
2008/10/16 23:27:38.477,4.995
2008/10/16 23:27:38.367,4.995
2008/10/16 23:27:38.257,4.995
2008/10/16 23:27:38.147,4.995
2008/10/16 23:27:38.037,4.998
2008/10/16 23:27:37.927,4.998
2008/10/16 23:27:37.820,4.998
2008/10/16 23:27:37.710,4.998
2008/10/16 23:27:37.600,4.995
2008/10/16 23:27:37.490,4.995
2008/10/16 23:27:37.380,4.995
2008/10/16 23:27:37.273,4.995
2008/10/16 23:27:37.163,4.995
2008/10/16 23:27:37.053,4.995
2008/10/16 23:27:36.943,4.995
2008/10/16 23:27:36.833,4.995
2008/10/16 23:27:36.727,4.998
2008/10/16 23:27:36.617,4.995
2008/10/16 23:27:36.523,4.995
2008/10/16 23:27:36.397,4.998
2008/10/16 23:27:36.303,4.998
2008/10/16 23:27:36.177,4.995
2008/10/16 23:27:36.070,4.995
2008/10/16 23:27:35.960,4.998
2008/10/16 23:27:35.850,4.995
2008/10/16 23:27:35.740,4.995
2008/10/16 23:27:35.630,4.995
2008/10/16 23:27:35.523,4.995
2008/10/16 23:27:35.413,4.995
2008/10/16 23:27:35.303,4.995
2008/10/16 23:27:35.193,4.995
2008/10/16 23:27:35.083,4.998
2008/10/16 23:27:34.977,4.995
2008/10/16 23:27:34.867,4.995
2008/10/16 23:27:34.757,4.998
2008/10/16 23:27:34.647,4.998
2008/10/16 23:27:34.553,4.995
2008/10/16 23:27:34.427,4.995
2008/10/16 23:27:34.320,4.995
2008/10/16 23:27:34.210,4.995
2008/10/16 23:27:34.117,4.998
2008/10/16 23:27:33.990,4.995
2008/10/16 23:27:33.897,4.995
2008/10/16 23:27:33.773,4.995
2008/10/16 23:27:33.663,4.995
2008/10/16 23:27:33.553,4.998
2008/10/16 23:27:33.443,4.998
2008/10/16 23:27:33.333,4.995
2008/10/16 23:27:33.227,4.995
2008/10/16 23:27:33.117,4.995
2008/10/16 23:27:33.007,4.995
2008/10/16 23:27:32.897,4.995
2008/10/16 23:27:32.787,4.993
2008/10/16 23:27:32.677,4.995
2008/10/16 23:27:32.570,4.993
2008/10/16 23:27:32.460,4.998
2008/10/16 23:27:32.350,4.995
2008/10/16 23:27:32.240,4.998
2008/10/16 23:27:32.130,4.995
2008/10/16 23:27:32.023,4.998
2008/10/16 23:27:31.913,4.995
2008/10/16 23:27:31.803,4.995
2008/10/16 23:27:31.693,4.995
2008/10/16 23:27:31.583,4.995
2008/10/16 23:27:31.477,4.998
2008/10/16 23:27:31.367,4.995
2008/10/16 23:27:31.257,4.995
2008/10/16 23:27:31.147,4.995
2008/10/16 23:27:31.037,4.995
2008/10/16 23:27:30.927,4.998
2008/10/16 23:27:30.817,4.995
2008/10/16 23:27:30.710,4.995
2008/10/16 23:27:30.600,4.995
2008/10/16 23:27:30.490,4.998
2008/10/16 23:27:30.380,4.995
2008/10/16 23:27:30.273,4.995
2008/10/16 23:27:30.163,4.995
2008/10/16 23:27:30.053,4.995
2008/10/16 23:27:29.943,4.995
2008/10/16 23:27:29.833,4.998
2008/10/16 23:27:29.727,4.998
2008/10/16 23:27:29.617,4.995
2008/10/16 23:27:29.507,4.995
2008/10/16 23:27:29.397,4.995
2008/10/16 23:27:29.287,4.998
2008/10/16 23:27:29.177,4.995
2008/10/16 23:27:29.067,4.995
2008/10/16 23:27:28.960,4.995
2008/10/16 23:27:28.850,4.995
2008/10/16 23:27:28.740,4.995
2008/10/16 23:27:28.630,4.998
2008/10/16 23:27:28.523,4.998
2008/10/16 23:27:28.413,4.995
2008/10/16 23:27:28.303,4.998
2008/10/16 23:27:28.193,4.995
2008/10/16 23:27:28.083,4.998
2008/10/16 23:27:27.977,4.995
2008/10/16 23:27:27.867,4.995
2008/10/16 23:27:27.757,4.995
2008/10/16 23:27:27.647,4.998
2008/10/16 23:27:27.537,4.998
2008/10/16 23:27:27.427,4.998
2008/10/16 23:27:27.317,4.995
2008/10/16 23:27:27.210,4.995
2008/10/16 23:27:27.100,4.998
2008/10/16 23:27:26.990,4.998
2008/10/16 23:27:26.880,4.995
2008/10/16 23:27:26.773,4.995
2008/10/16 23:27:26.663,4.998
2008/10/16 23:27:26.553,4.998
2008/10/16 23:27:26.460,4.995
2008/10/16 23:27:26.333,4.995
2008/10/16 23:27:26.227,4.993
2008/10/16 23:27:26.117,4.998
2008/10/16 23:27:26.007,4.995
2008/10/16 23:27:25.897,4.995
2008/10/16 23:27:25.787,4.995
2008/10/16 23:27:25.677,4.998
2008/10/16 23:27:25.567,4.995
2008/10/16 23:27:25.460,4.998
2008/10/16 23:27:25.350,4.995
2008/10/16 23:27:25.240,4.995
2008/10/16 23:27:25.130,4.995
2008/10/16 23:27:25.023,4.998
2008/10/16 23:27:24.913,4.995
2008/10/16 23:27:24.803,4.995
2008/10/16 23:27:24.693,4.995
2008/10/16 23:27:24.583,4.995
2008/10/16 23:27:24.477,4.998
2008/10/16 23:27:24.367,4.998
2008/10/16 23:27:24.257,4.998
2008/10/16 23:27:24.147,4.998
2008/10/16 23:27:24.037,4.998
2008/10/16 23:27:23.927,4.998
2008/10/16 23:27:23.817,4.998
2008/10/16 23:27:23.710,4.998
2008/10/16 23:27:23.600,4.995
2008/10/16 23:27:23.490,4.995
2008/10/16 23:27:23.380,4.995
2008/10/16 23:27:23.273,4.998
2008/10/16 23:27:23.163,4.995
2008/10/16 23:27:23.053,4.995
2008/10/16 23:27:22.943,4.995
2008/10/16 23:27:22.833,4.995
2008/10/16 23:27:22.727,4.998
2008/10/16 23:27:22.617,4.993
2008/10/16 23:27:22.507,4.995
2008/10/16 23:27:22.397,4.995
2008/10/16 23:27:22.287,4.998
2008/10/16 23:27:22.177,4.998
2008/10/16 23:27:22.067,4.993
2008/10/16 23:27:21.960,4.995
2008/10/16 23:27:21.850,4.995
2008/10/16 23:27:21.740,4.995
2008/10/16 23:27:21.630,4.993
2008/10/16 23:27:21.520,4.995
2008/10/16 23:27:21.413,4.995
2008/10/16 23:27:21.303,4.995
2008/10/16 23:27:21.193,4.995
2008/10/16 23:27:21.083,4.998
2008/10/16 23:27:20.977,4.998
2008/10/16 23:27:20.867,4.993
2008/10/16 23:27:20.757,4.995
2008/10/16 23:27:20.647,4.995
2008/10/16 23:27:20.537,4.995
2008/10/16 23:27:20.427,4.995
2008/10/16 23:27:20.317,4.995
2008/10/16 23:27:20.210,4.998
2008/10/16 23:27:20.100,4.998
2008/10/16 23:27:19.990,4.998
2008/10/16 23:27:19.880,4.995
2008/10/16 23:27:19.770,4.993
2008/10/16 23:27:19.663,4.998
2008/10/16 23:27:19.553,4.998
2008/10/16 23:27:19.443,4.995
2008/10/16 23:27:19.333,4.995
2008/10/16 23:27:19.227,4.995
2008/10/16 23:27:19.117,4.998
2008/10/16 23:27:19.007,4.998
2008/10/16 23:27:18.897,4.995
2008/10/16 23:27:18.787,4.995
2008/10/16 23:27:18.677,4.995
2008/10/16 23:27:18.567,4.995
2008/10/16 23:27:18.460,4.998
2008/10/16 23:27:18.350,4.998
2008/10/16 23:27:18.240,4.995
2008/10/16 23:27:18.130,4.995
2008/10/16 23:27:18.020,4.995
2008/10/16 23:27:17.913,4.995
2008/10/16 23:27:17.803,4.998
2008/10/16 23:27:17.693,4.995
2008/10/16 23:27:17.583,4.995
2008/10/16 23:27:17.477,4.995
2008/10/16 23:27:17.367,4.995
2008/10/16 23:27:17.257,4.998
2008/10/16 23:27:17.163,4.995
2008/10/16 23:27:17.037,4.995
2008/10/16 23:27:16.927,4.998
2008/10/16 23:27:16.817,4.995
2008/10/16 23:27:16.710,4.995
2008/10/16 23:27:16.600,4.998
2008/10/16 23:27:16.490,4.995
2008/10/16 23:27:16.380,4.998
2008/10/16 23:27:16.270,4.998
2008/10/16 23:27:16.163,4.998
2008/10/16 23:27:16.053,4.995
2008/10/16 23:27:15.943,4.995
2008/10/16 23:27:15.833,4.998
2008/10/16 23:27:15.727,4.995
2008/10/16 23:27:15.617,4.995
2008/10/16 23:27:15.507,4.995
2008/10/16 23:27:15.397,4.998
2008/10/16 23:27:15.287,4.998
2008/10/16 23:27:15.177,4.998
2008/10/16 23:27:15.067,4.998
2008/10/16 23:27:14.960,4.995
2008/10/16 23:27:14.850,4.998
2008/10/16 23:27:14.740,4.995
2008/10/16 23:27:14.630,4.995
2008/10/16 23:27:14.520,4.995
2008/10/16 23:27:14.413,4.995
2008/10/16 23:27:14.303,4.998
2008/10/16 23:27:14.193,4.998
2008/10/16 23:27:14.083,4.995
2008/10/16 23:27:13.977,4.995
2008/10/16 23:27:13.867,4.995
2008/10/16 23:27:13.757,4.995
2008/10/16 23:27:13.647,4.998
2008/10/16 23:27:13.537,4.995
2008/10/16 23:27:13.427,4.995
2008/10/16 23:27:13.317,4.995
2008/10/16 23:27:13.210,4.998
2008/10/16 23:27:13.100,4.998
2008/10/16 23:27:12.990,4.995
2008/10/16 23:27:12.880,4.995
2008/10/16 23:27:12.770,4.995
2008/10/16 23:27:12.663,4.998
2008/10/16 23:27:12.553,4.998
2008/10/16 23:27:12.443,4.995
2008/10/16 23:27:12.333,4.995
2008/10/16 23:27:12.227,4.995
2008/10/16 23:27:12.117,4.995
2008/10/16 23:27:12.007,4.998
2008/10/16 23:27:11.897,4.995
2008/10/16 23:27:11.787,4.995
2008/10/16 23:27:11.677,4.993
2008/10/16 23:27:11.567,4.998
2008/10/16 23:27:11.460,4.998
2008/10/16 23:27:11.350,4.995
2008/10/16 23:27:11.240,4.995
2008/10/16 23:27:11.130,4.995
2008/10/16 23:27:11.020,4.998
2008/10/16 23:27:10.913,4.998
2008/10/16 23:27:10.803,4.995
2008/10/16 23:27:10.693,4.995
2008/10/16 23:27:10.583,4.995
2008/10/16 23:27:10.473,4.995
2008/10/16 23:27:10.367,4.998
2008/10/16 23:27:10.257,4.995
2008/10/16 23:27:10.147,4.993
2008/10/16 23:27:10.037,4.995
2008/10/16 23:27:09.927,4.998
2008/10/16 23:27:09.817,4.998
2008/10/16 23:27:09.710,4.995
2008/10/16 23:27:09.600,4.993
2008/10/16 23:27:09.490,4.995
2008/10/16 23:27:09.380,4.995
2008/10/16 23:27:09.270,4.995
2008/10/16 23:27:09.163,4.998
2008/10/16 23:27:09.053,4.995
2008/10/16 23:27:08.943,4.995
2008/10/16 23:27:08.833,4.998
2008/10/16 23:27:08.723,4.995
2008/10/16 23:27:08.617,4.993
2008/10/16 23:27:08.507,4.995
2008/10/16 23:27:08.397,4.998
2008/10/16 23:27:08.287,4.998
2008/10/16 23:27:08.177,4.998
2008/10/16 23:27:08.067,4.995
2008/10/16 23:27:07.960,4.998
2008/10/16 23:27:07.850,4.995
2008/10/16 23:27:07.740,4.998
2008/10/16 23:27:07.630,4.995
2008/10/16 23:27:07.520,4.995
2008/10/16 23:27:07.413,4.993
2008/10/16 23:27:07.303,4.993
2008/10/16 23:27:07.193,4.995
2008/10/16 23:27:07.083,4.995
2008/10/16 23:27:06.973,4.995
2008/10/16 23:27:06.867,4.995
2008/10/16 23:27:06.757,4.995
2008/10/16 23:27:06.647,4.995
2008/10/16 23:27:06.537,4.995
2008/10/16 23:27:06.427,4.995
2008/10/16 23:27:06.317,4.995
2008/10/16 23:27:06.210,4.995
2008/10/16 23:27:06.100,4.995
2008/10/16 23:27:05.990,4.995
2008/10/16 23:27:05.880,4.995
2008/10/16 23:27:05.770,4.995
2008/10/16 23:27:05.663,4.998
2008/10/16 23:27:05.553,4.998
2008/10/16 23:27:05.443,4.998
2008/10/16 23:27:05.333,4.998
2008/10/16 23:27:05.223,4.995
2008/10/16 23:27:05.117,4.995
2008/10/16 23:27:05.007,4.998
2008/10/16 23:27:04.897,4.998
2008/10/16 23:27:04.787,4.995
2008/10/16 23:27:04.677,4.995
2008/10/16 23:27:04.567,4.995
2008/10/16 23:27:04.460,4.998
2008/10/16 23:27:04.350,4.998
2008/10/16 23:27:04.240,4.993
2008/10/16 23:27:04.130,4.995
2008/10/16 23:27:04.020,4.998
2008/10/16 23:27:03.913,4.995
2008/10/16 23:27:03.803,4.993
2008/10/16 23:27:03.693,4.995
2008/10/16 23:27:03.583,4.995
2008/10/16 23:27:03.473,4.995
2008/10/16 23:27:03.367,4.998
2008/10/16 23:27:03.257,4.995
2008/10/16 23:27:03.147,4.995
2008/10/16 23:27:03.037,4.995
2008/10/16 23:27:02.927,4.993
2008/10/16 23:27:02.817,4.998
2008/10/16 23:27:02.710,4.998
2008/10/16 23:27:02.600,4.995
2008/10/16 23:27:02.507,4.995
2008/10/16 23:27:02.380,4.995
2008/10/16 23:27:02.270,4.995
2008/10/16 23:27:02.163,4.995
2008/10/16 23:27:02.053,4.998
2008/10/16 23:27:01.943,4.995
2008/10/16 23:27:01.833,4.995
2008/10/16 23:27:01.723,4.995
2008/10/16 23:27:01.617,4.998
2008/10/16 23:27:01.507,4.998
2008/10/16 23:27:01.397,4.998
2008/10/16 23:27:01.303,4.995
2008/10/16 23:27:01.177,4.998
2008/10/16 23:27:01.083,4.995
2008/10/16 23:27:00.960,4.995
2008/10/16 23:27:00.850,4.995
2008/10/16 23:27:00.740,4.998
2008/10/16 23:27:00.630,4.998
2008/10/16 23:27:00.520,4.995
2008/10/16 23:27:00.413,4.995
2008/10/16 23:27:00.303,4.998
2008/10/16 23:27:00.193,4.998
2008/10/16 23:27:00.083,4.998
2008/10/16 23:26:59.973,4.993
2008/10/16 23:26:59.867,4.995
2008/10/16 23:26:59.757,4.995
2008/10/16 23:26:59.647,4.998
2008/10/16 23:26:59.537,4.995
2008/10/16 23:26:59.427,4.995
2008/10/16 23:26:59.317,4.995
2008/10/16 23:26:59.210,4.995
2008/10/16 23:26:59.100,4.995
2008/10/16 23:26:59.007,4.998
2008/10/16 23:26:58.880,4.995
2008/10/16 23:26:58.787,4.995
2008/10/16 23:26:58.677,4.995
2008/10/16 23:26:58.553,4.998
2008/10/16 23:26:58.460,4.995
2008/10/16 23:26:58.333,4.995
2008/10/16 23:26:58.223,4.995
2008/10/16 23:26:58.130,4.998
2008/10/16 23:26:58.007,4.998
2008/10/16 23:26:57.897,4.998
2008/10/16 23:26:57.787,4.995
2008/10/16 23:26:57.677,4.993
2008/10/16 23:26:57.567,4.995
2008/10/16 23:26:57.460,4.998
2008/10/16 23:26:57.350,4.998
2008/10/16 23:26:57.240,4.995
2008/10/16 23:26:57.130,4.995
2008/10/16 23:26:57.020,4.998
2008/10/16 23:26:56.913,4.998
2008/10/16 23:26:56.803,4.995
2008/10/16 23:26:56.693,4.995
2008/10/16 23:26:56.583,4.995
2008/10/16 23:26:56.473,4.998
2008/10/16 23:26:56.367,4.995
2008/10/16 23:26:56.257,4.998
2008/10/16 23:26:56.163,4.995
2008/10/16 23:26:56.037,4.995
2008/10/16 23:26:55.927,4.998
2008/10/16 23:26:55.817,4.998
2008/10/16 23:26:55.710,4.995
2008/10/16 23:26:55.600,4.995
2008/10/16 23:26:55.490,4.995
2008/10/16 23:26:55.380,4.998
2008/10/16 23:26:55.270,4.998
2008/10/16 23:26:55.163,4.995
2008/10/16 23:26:55.053,4.995
2008/10/16 23:26:54.943,4.993
2008/10/16 23:26:54.833,4.995
2008/10/16 23:26:54.723,4.998
2008/10/16 23:26:54.617,4.995
2008/10/16 23:26:54.507,4.995
2008/10/16 23:26:54.397,4.995
2008/10/16 23:26:54.287,4.998
2008/10/16 23:26:54.177,4.998
2008/10/16 23:26:54.067,4.995
2008/10/16 23:26:53.960,4.995
2008/10/16 23:26:53.850,4.995
2008/10/16 23:26:53.757,4.995
2008/10/16 23:26:53.630,4.995
2008/10/16 23:26:53.520,4.995
2008/10/16 23:26:53.413,4.995
2008/10/16 23:26:53.303,4.995
2008/10/16 23:26:53.193,4.995
2008/10/16 23:26:53.083,4.998
2008/10/16 23:26:52.973,4.995
2008/10/16 23:26:52.867,4.995
2008/10/16 23:26:52.757,4.995
2008/10/16 23:26:52.647,4.995
2008/10/16 23:26:52.537,4.998
2008/10/16 23:26:52.427,4.995
2008/10/16 23:26:52.317,4.995
2008/10/16 23:26:52.210,4.995
2008/10/16 23:26:52.100,4.995
2008/10/16 23:26:51.990,4.998
2008/10/16 23:26:51.880,4.995
2008/10/16 23:26:51.770,4.998
2008/10/16 23:26:51.663,4.995
2008/10/16 23:26:51.553,4.995
2008/10/16 23:26:51.443,4.998
2008/10/16 23:26:51.333,4.995
2008/10/16 23:26:51.223,4.995
2008/10/16 23:26:51.117,4.995
2008/10/16 23:26:51.007,4.995
2008/10/16 23:26:50.897,4.995
2008/10/16 23:26:50.787,4.998
2008/10/16 23:26:50.677,4.995
2008/10/16 23:26:50.567,4.998
2008/10/16 23:26:50.473,4.995
2008/10/16 23:26:50.350,4.998
2008/10/16 23:26:50.240,4.995
2008/10/16 23:26:50.130,4.995
2008/10/16 23:26:50.020,4.998
2008/10/16 23:26:49.913,4.998
2008/10/16 23:26:49.803,4.995
2008/10/16 23:26:49.693,4.995
2008/10/16 23:26:49.583,4.998
2008/10/16 23:26:49.473,4.998
2008/10/16 23:26:49.367,4.998
2008/10/16 23:26:49.257,4.995
2008/10/16 23:26:49.147,4.998
2008/10/16 23:26:49.037,4.995
2008/10/16 23:26:48.927,4.995
2008/10/16 23:26:48.817,4.993
2008/10/16 23:26:48.710,4.995
2008/10/16 23:26:48.600,4.995
2008/10/16 23:26:48.490,4.995
2008/10/16 23:26:48.380,4.998
2008/10/16 23:26:48.270,4.998
2008/10/16 23:26:48.163,4.995
2008/10/16 23:26:48.053,4.995
2008/10/16 23:26:47.943,4.995
2008/10/16 23:26:47.833,4.995
2008/10/16 23:26:47.723,4.998
2008/10/16 23:26:47.617,4.995
2008/10/16 23:26:47.507,4.995
2008/10/16 23:26:47.397,4.995
2008/10/16 23:26:47.287,4.998
2008/10/16 23:26:47.177,4.995
2008/10/16 23:26:47.067,4.993
2008/10/16 23:26:46.960,4.995
2008/10/16 23:26:46.850,4.995
2008/10/16 23:26:46.740,4.995
2008/10/16 23:26:46.630,4.998
2008/10/16 23:26:46.520,4.998
2008/10/16 23:26:46.413,4.993
2008/10/16 23:26:46.303,4.995
2008/10/16 23:26:46.193,4.995
2008/10/16 23:26:46.083,4.998
2008/10/16 23:26:45.973,4.995
2008/10/16 23:26:45.880,4.995
2008/10/16 23:26:45.757,4.995
2008/10/16 23:26:45.630,4.998
2008/10/16 23:26:45.520,4.995
2008/10/16 23:26:45.413,4.995
2008/10/16 23:26:45.303,4.995
2008/10/16 23:26:45.193,4.998
2008/10/16 23:26:45.083,4.998
2008/10/16 23:26:44.973,4.998
2008/10/16 23:26:44.867,4.995
2008/10/16 23:26:44.757,4.995
2008/10/16 23:26:44.647,4.998
2008/10/16 23:26:44.537,4.995
2008/10/16 23:26:44.427,4.995
2008/10/16 23:26:44.317,4.995
2008/10/16 23:26:44.210,4.995
2008/10/16 23:26:44.100,4.995
2008/10/16 23:26:43.990,4.995
2008/10/16 23:26:43.880,4.995
2008/10/16 23:26:43.770,4.995
2008/10/16 23:26:43.663,4.995
2008/10/16 23:26:43.553,4.995
2008/10/16 23:26:43.443,4.998
2008/10/16 23:26:43.333,4.995
2008/10/16 23:26:43.223,4.998
2008/10/16 23:26:43.117,4.995
2008/10/16 23:26:43.007,4.998
2008/10/16 23:26:42.913,4.998
2008/10/16 23:26:42.787,4.995
2008/10/16 23:26:42.677,4.995
2008/10/16 23:26:42.567,4.995
2008/10/16 23:26:42.457,4.995
2008/10/16 23:26:42.350,4.998
2008/10/16 23:26:42.240,4.995
2008/10/16 23:26:42.130,4.995
2008/10/16 23:26:42.020,4.998
2008/10/16 23:26:41.913,4.998
2008/10/16 23:26:41.803,4.995
2008/10/16 23:26:41.707,4.998
2008/10/16 23:26:41.583,4.995
2008/10/16 23:26:41.473,4.998
2008/10/16 23:26:41.367,4.995
2008/10/16 23:26:41.257,4.998
2008/10/16 23:26:41.147,4.995
2008/10/16 23:26:41.037,4.995
2008/10/16 23:26:40.927,4.998
2008/10/16 23:26:40.817,4.998
2008/10/16 23:26:40.707,4.998
2008/10/16 23:26:40.600,4.995
2008/10/16 23:26:40.490,4.995
2008/10/16 23:26:40.380,4.995
2008/10/16 23:26:40.270,4.995
2008/10/16 23:26:40.163,4.998
2008/10/16 23:26:40.053,4.995
2008/10/16 23:26:39.943,4.993
2008/10/16 23:26:39.833,4.995
2008/10/16 23:26:39.740,4.998
2008/10/16 23:26:39.617,4.998
2008/10/16 23:26:39.520,4.995
2008/10/16 23:26:39.397,4.995
2008/10/16 23:26:39.287,4.995
2008/10/16 23:26:39.177,4.995
2008/10/16 23:26:39.067,4.995
2008/10/16 23:26:38.957,4.995
2008/10/16 23:26:38.850,4.995
2008/10/16 23:26:38.740,4.995
2008/10/16 23:26:38.630,4.998
2008/10/16 23:26:38.520,4.995
2008/10/16 23:26:38.413,4.995
2008/10/16 23:26:38.303,4.995
2008/10/16 23:26:38.193,4.998
2008/10/16 23:26:38.083,4.995
2008/10/16 23:26:37.973,4.995
2008/10/16 23:26:37.867,4.995
2008/10/16 23:26:37.757,4.993
2008/10/16 23:26:37.663,4.998
2008/10/16 23:26:37.537,4.995
2008/10/16 23:26:37.427,4.995
2008/10/16 23:26:37.317,4.995
2008/10/16 23:26:37.207,4.995
2008/10/16 23:26:37.100,4.995
2008/10/16 23:26:36.990,4.998
2008/10/16 23:26:36.880,4.998
2008/10/16 23:26:36.770,4.995
2008/10/16 23:26:36.677,4.998
2008/10/16 23:26:36.553,4.998
2008/10/16 23:26:36.443,4.998
2008/10/16 23:26:36.333,4.995
2008/10/16 23:26:36.223,4.995
2008/10/16 23:26:36.117,4.998
2008/10/16 23:26:36.007,4.995
2008/10/16 23:26:35.897,4.998
2008/10/16 23:26:35.803,4.995
2008/10/16 23:26:35.677,4.993
2008/10/16 23:26:35.567,4.995
2008/10/16 23:26:35.457,4.998
2008/10/16 23:26:35.350,4.998
2008/10/16 23:26:35.240,4.998
2008/10/16 23:26:35.130,4.995
2008/10/16 23:26:35.020,4.998
2008/10/16 23:26:34.913,4.995
2008/10/16 23:26:34.803,4.998
2008/10/16 23:26:34.693,4.995
2008/10/16 23:26:34.583,4.995
2008/10/16 23:26:34.473,4.995
2008/10/16 23:26:34.367,4.995
2008/10/16 23:26:34.257,4.995
2008/10/16 23:26:34.147,4.995
2008/10/16 23:26:34.037,4.995
2008/10/16 23:26:33.927,4.995
2008/10/16 23:26:33.817,4.995
2008/10/16 23:26:33.723,4.998
2008/10/16 23:26:33.600,4.993
2008/10/16 23:26:33.490,4.995
2008/10/16 23:26:33.380,4.995
2008/10/16 23:26:33.270,4.998
2008/10/16 23:26:33.163,4.998
2008/10/16 23:26:33.053,4.995
2008/10/16 23:26:32.943,4.995
2008/10/16 23:26:32.833,4.998
2008/10/16 23:26:32.723,4.998
2008/10/16 23:26:32.617,4.995
2008/10/16 23:26:32.507,4.995
2008/10/16 23:26:32.397,4.995
2008/10/16 23:26:32.287,4.998
2008/10/16 23:26:32.177,4.995
2008/10/16 23:26:32.067,4.995
2008/10/16 23:26:31.957,4.995
2008/10/16 23:26:31.850,4.995
2008/10/16 23:26:31.740,4.998
2008/10/16 23:26:31.630,4.995
2008/10/16 23:26:31.520,4.998
2008/10/16 23:26:31.410,4.995
2008/10/16 23:26:31.303,4.995
2008/10/16 23:26:31.193,4.995
2008/10/16 23:26:31.083,4.995
2008/10/16 23:26:30.973,4.995
